RecDate,watershed,ppt
4/28/2005,020B,0.00
4/28/2005,HQ,0.20
4/28/2005,HQ02,1.00
4/28/2005,K01B,0.00
4/28/2005,N01B,0.00
4/28/2005,N02B,0.00
4/28/2005,N4DF,0.00
4/28/2005,N4DU,0.00
4/28/2005,R01A,0.00
4/29/2005,002C,1.00
4/29/2005,004B,0.00
4/29/2005,020B,0.00
4/29/2005,HQ,1.50
4/29/2005,HQ02,0.50
4/29/2005,K01B,0.00
4/29/2005,N01B,0.00
4/29/2005,N02B,0.00
4/29/2005,N4DF,0.00
4/29/2005,N4DU,0.00
4/29/2005,R01A,0.50
5/6/2005,002C,2.00
5/6/2005,004B,0.00
5/6/2005,020B,0.00
5/6/2005,HQ,0.00
5/6/2005,HQ02,0.00
5/6/2005,K01B,0.00
5/6/2005,N01B,.
5/6/2005,N02B,0.00
5/6/2005,N4DF,0.00
5/6/2005,N4DU,0.00
5/6/2005,R01A,0.00
5/7/2005,002C,2.00
5/7/2005,004B,1.00
5/7/2005,020B,2.00
5/7/2005,HQ,3.00
5/7/2005,HQ02,1.50
5/7/2005,K01B,2.00
5/7/2005,N01B,.
5/7/2005,N02B,0.00
5/7/2005,N4DF,1.00
5/7/2005,N4DU,1.00
5/7/2005,R01A,0.80
5/8/2005,002C,2.00
5/8/2005,004B,1.50
5/8/2005,020B,3.00
5/8/2005,HQ,3.50
5/8/2005,HQ02,2.50
5/8/2005,K01B,3.00
5/8/2005,N01B,.
5/8/2005,N02B,0.00
5/8/2005,N4DF,2.80
5/8/2005,N4DU,2.00
5/8/2005,R01A,0.70
5/9/2005,002C,0.00
5/9/2005,004B,0.00
5/9/2005,020B,0.00
5/9/2005,HQ,0.00
5/9/2005,HQ02,0.00
5/9/2005,K01B,0.00
5/9/2005,N01B,.
5/9/2005,N02B,0.00
5/9/2005,N4DF,0.00
5/9/2005,N4DU,0.00
5/9/2005,R01A,0.50
5/10/2005,002C,0.00
5/10/2005,004B,0.00
5/10/2005,020B,0.00
5/10/2005,HQ,0.00
5/10/2005,HQ02,0.00
5/10/2005,K01B,0.00
5/10/2005,N01B,.
5/10/2005,N02B,0.00
5/10/2005,N4DF,0.00
5/10/2005,N4DU,0.00
5/10/2005,R01A,0.20
5/11/2005,002C,0.00
5/11/2005,004B,0.00
5/11/2005,020B,0.00
5/11/2005,HQ,0.00
5/11/2005,HQ02,0.00
5/11/2005,K01B,0.00
5/11/2005,N01B,.
5/11/2005,N02B,0.00
5/11/2005,N4DF,0.00
5/11/2005,N4DU,0.00
5/11/2005,R01A,0.50
5/12/2005,002C,41.00
5/12/2005,004B,45.00
5/12/2005,020B,46.50
5/12/2005,HQ,32.00
5/12/2005,HQ02,31.10
5/12/2005,K01B,36.00
5/12/2005,N01B,.
5/12/2005,N02B,27.20
5/12/2005,N4DF,45.00
5/12/2005,N4DU,43.00
5/12/2005,R01A,29.00
5/13/2005,002C,12.20
5/13/2005,004B,2.50
5/13/2005,020B,14.00
5/13/2005,HQ,10.00
5/13/2005,HQ02,8.00
5/13/2005,K01B,8.00
5/13/2005,N01B,.
5/13/2005,N02B,2.00
5/13/2005,N4DF,3.50
5/13/2005,N4DU,4.00
5/13/2005,R01A,2.00
5/14/2005,002C,0.00
5/14/2005,004B,0.00
5/14/2005,020B,0.50
5/14/2005,HQ,0.00
5/14/2005,HQ02,0.00
5/14/2005,K01B,0.00
5/14/2005,N01B,.
5/14/2005,N02B,0.00
5/14/2005,N4DF,0.00
5/14/2005,N4DU,0.00
5/14/2005,R01A,.
5/20/2005,002C,0.50
5/20/2005,004B,0.00
5/20/2005,020B,0.00
5/20/2005,HQ,0.00
5/20/2005,HQ02,0.00
5/20/2005,K01B,1.00
5/20/2005,N01B,.
5/20/2005,N02B,1.00
5/20/2005,N4DF,0.00
5/20/2005,N4DU,0.00
5/20/2005,R01A,1.00
5/21/2005,002C,0.20
5/21/2005,004B,0.00
5/21/2005,020B,0.00
5/21/2005,HQ,0.00
5/21/2005,HQ02,0.00
5/21/2005,K01B,0.00
5/21/2005,N01B,.
5/21/2005,N02B,0.00
5/21/2005,N4DF,0.00
5/21/2005,N4DU,0.00
5/21/2005,R01A,0.00
5/22/2005,002C,0.50
5/22/2005,004B,0.00
5/22/2005,020B,0.00
5/22/2005,HQ,0.00
5/22/2005,HQ02,0.00
5/22/2005,K01B,0.00
5/22/2005,N01B,.
5/22/2005,N02B,0.00
5/22/2005,N4DF,0.00
5/22/2005,N4DU,0.00
5/22/2005,R01A,.
5/23/2005,002C,3.00
5/23/2005,004B,0.00
5/23/2005,020B,5.00
5/23/2005,HQ,0.00
5/23/2005,HQ02,0.00
5/23/2005,K01B,0.00
5/23/2005,N01B,.
5/23/2005,N02B,0.00
5/23/2005,N4DF,0.00
5/23/2005,N4DU,3.00
5/23/2005,R01A,.
5/24/2005,002C,0.00
5/24/2005,004B,0.00
5/24/2005,020B,0.00
5/24/2005,HQ,2.40
5/24/2005,HQ02,1.50
5/24/2005,K01B,0.00
5/24/2005,N01B,.
5/24/2005,N02B,0.00
5/24/2005,N4DF,0.00
5/24/2005,N4DU,0.00
5/24/2005,R01A,0.00
5/25/2005,002C,1.50
5/25/2005,004B,1.00
5/25/2005,020B,2.00
5/25/2005,HQ,1.00
5/25/2005,HQ02,2.00
5/25/2005,K01B,2.00
5/25/2005,N01B,.
5/25/2005,N02B,0.50
5/25/2005,N4DF,2.00
5/25/2005,N4DU,1.50
5/25/2005,R01A,1.00
5/27/2005,002C,1.50
5/27/2005,004B,1.50
5/27/2005,020B,1.00
5/27/2005,HQ,2.00
5/27/2005,HQ02,1.00
5/27/2005,K01B,1.00
5/27/2005,N01B,.
5/27/2005,N02B,1.00
5/27/2005,N4DF,1.50
5/27/2005,N4DU,1.50
5/27/2005,R01A,0.50
5/28/2005,002C,4.00
5/28/2005,004B,4.00
5/28/2005,020B,5.00
5/28/2005,HQ,0.40
5/28/2005,HQ02,0.50
5/28/2005,K01B,1.00
5/28/2005,N01B,.
5/28/2005,N02B,2.00
5/28/2005,N4DF,1.00
5/28/2005,N4DU,5.00
5/28/2005,R01A,0.70
6/3/2005,002C,107.80
6/3/2005,004B,100.50
6/3/2005,020B,86.00
6/3/2005,HQ,102.00
6/3/2005,HQ02,96.00
6/3/2005,K01B,102.50
6/3/2005,N01B,.
6/3/2005,N02B,90.00
6/3/2005,N4DF,96.00
6/3/2005,N4DU,114.50
6/3/2005,R01A,94.50
6/4/2005,002C,49.50
6/4/2005,004B,40.50
6/4/2005,020B,105.00
6/4/2005,HQ,74.70
6/4/2005,HQ02,59.00
6/4/2005,K01B,50.50
6/4/2005,N01B,.
6/4/2005,N02B,45.00
6/4/2005,N4DF,50.00
6/4/2005,N4DU,49.50
6/4/2005,R01A,43.00
6/8/2005,002C,1.00
6/8/2005,004B,0.00
6/8/2005,020B,0.00
6/8/2005,HQ,0.00
6/8/2005,HQ02,0.00
6/8/2005,K01B,0.00
6/8/2005,N01B,.
6/8/2005,N02B,0.00
6/8/2005,N4DF,0.00
6/8/2005,N4DU,0.00
6/8/2005,R01A,0.00
6/9/2005,002C,11.50
6/9/2005,004B,12.20
6/9/2005,020B,7.00
6/9/2005,HQ,12.00
6/9/2005,HQ02,10.20
6/9/2005,K01B,7.50
6/9/2005,N01B,.
6/9/2005,N02B,4.20
6/9/2005,N4DF,9.00
6/9/2005,N4DU,10.00
6/9/2005,R01A,2.70
6/10/2005,002C,41.20
6/10/2005,004B,52.80
6/10/2005,020B,52.80
6/10/2005,HQ,57.80
6/10/2005,HQ02,52.10
6/10/2005,K01B,43.00
6/10/2005,N01B,.
6/10/2005,N02B,43.50
6/10/2005,N4DF,49.00
6/10/2005,N4DU,47.50
6/10/2005,R01A,42.00
6/11/2005,002C,19.20
6/11/2005,004B,16.50
6/11/2005,020B,25.00
6/11/2005,HQ,22.20
6/11/2005,HQ02,19.00
6/11/2005,K01B,18.50
6/11/2005,N01B,.
6/11/2005,N02B,17.50
6/11/2005,N4DF,18.00
6/11/2005,N4DU,22.00
6/11/2005,R01A,17.50
6/12/2005,002C,20.00
6/12/2005,004B,17.50
6/12/2005,020B,25.50
6/12/2005,HQ,16.40
6/12/2005,HQ02,14.60
6/12/2005,K01B,12.50
6/12/2005,N01B,.
6/12/2005,N02B,17.00
6/12/2005,N4DF,14.50
6/12/2005,N4DU,15.00
6/12/2005,R01A,11.50
6/13/2005,002C,1.50
6/13/2005,004B,1.00
6/13/2005,020B,0.50
6/13/2005,HQ,1.50
6/13/2005,HQ02,0.80
6/13/2005,K01B,0.50
6/13/2005,N01B,.
6/13/2005,N02B,1.00
6/13/2005,N4DF,1.50
6/13/2005,N4DU,1.50
6/13/2005,R01A,1.50
6/15/2005,002C,2.00
6/15/2005,004B,1.00
6/15/2005,020B,0.00
6/15/2005,HQ,2.00
6/15/2005,HQ02,1.00
6/15/2005,K01B,1.00
6/15/2005,N01B,.
6/15/2005,N02B,1.50
6/15/2005,N4DF,1.00
6/15/2005,N4DU,0.80
6/15/2005,R01A,0.80
6/16/2005,002C,1.00
6/16/2005,004B,1.00
6/16/2005,020B,0.00
6/16/2005,HQ,1.00
6/16/2005,HQ02,0.00
6/16/2005,K01B,0.00
6/16/2005,N01B,.
6/16/2005,N02B,0.00
6/16/2005,N4DF,0.00
6/16/2005,N4DU,0.00
6/16/2005,R01A,0.20
6/21/2005,002C,0.00
6/21/2005,004B,1.00
6/21/2005,020B,0.50
6/21/2005,HQ,2.00
6/21/2005,HQ02,2.00
6/21/2005,K01B,1.00
6/21/2005,N01B,.
6/21/2005,N02B,0.00
6/21/2005,N4DF,.
6/21/2005,N4DU,1.00
6/21/2005,R01A,0.00
6/28/2005,002C,6.00
6/28/2005,004B,2.00
6/28/2005,020B,4.00
6/28/2005,HQ,4.00
6/28/2005,HQ02,3.60
6/28/2005,K01B,3.20
6/28/2005,N01B,.
6/28/2005,N02B,1.80
6/28/2005,N4DF,.
6/28/2005,N4DU,3.00
6/28/2005,R01A,3.00
6/30/2005,002C,3.80
6/30/2005,004B,2.00
6/30/2005,020B,2.00
6/30/2005,HQ,3.50
6/30/2005,HQ02,4.00
6/30/2005,K01B,4.30
6/30/2005,N01B,.
6/30/2005,N02B,2.00
6/30/2005,N4DF,1.50
6/30/2005,N4DU,4.00
6/30/2005,R01A,1.50
7/2/2005,002C,0.00
7/2/2005,004B,1.00
7/2/2005,020B,0.50
7/2/2005,HQ,1.70
7/2/2005,HQ02,2.30
7/2/2005,K01B,1.50
7/2/2005,N01B,.
7/2/2005,N02B,0.00
7/2/2005,N4DF,1.00
7/2/2005,N4DU,0.50
7/2/2005,R01A,0.90
7/3/2005,002C,5.50
7/3/2005,004B,2.70
7/3/2005,020B,5.50
7/3/2005,HQ,5.00
7/3/2005,HQ02,6.00
7/3/2005,K01B,3.00
7/3/2005,N01B,.
7/3/2005,N02B,2.50
7/3/2005,N4DF,4.50
7/3/2005,N4DU,5.20
7/3/2005,R01A,2.00
7/12/2005,002C,0.00
7/12/2005,004B,0.30
7/12/2005,020B,0.00
7/12/2005,HQ,0.50
7/12/2005,HQ02,1.20
7/12/2005,K01B,1.00
7/12/2005,N01B,.
7/12/2005,N02B,0.20
7/12/2005,N4DF,0.00
7/12/2005,N4DU,0.40
7/12/2005,R01A,.
7/18/2005,002C,6.90
7/18/2005,004B,4.20
7/18/2005,020B,6.00
7/18/2005,HQ,6.00
7/18/2005,HQ02,4.30
7/18/2005,K01B,5.10
7/18/2005,N01B,.
7/18/2005,N02B,2.20
7/18/2005,N4DF,8.00
7/18/2005,N4DU,4.80
7/18/2005,R01A,.
7/19/2005,002C,42.50
7/19/2005,004B,35.30
7/19/2005,020B,50.50
7/19/2005,HQ,35.50
7/19/2005,HQ02,34.80
7/19/2005,K01B,32.60
7/19/2005,N01B,.
7/19/2005,N02B,38.70
7/19/2005,N4DF,39.70
7/19/2005,N4DU,37.60
7/19/2005,R01A,.
7/26/2005,002C,17.90
7/26/2005,004B,14.50
7/26/2005,020B,17.20
7/26/2005,HQ,27.70
7/26/2005,HQ02,25.70
7/26/2005,K01B,5.00
7/26/2005,N01B,.
7/26/2005,N02B,13.20
7/26/2005,N4DF,14.70
7/26/2005,N4DU,15.10
7/26/2005,R01A,8.00
8/4/2005,002C,1.50
8/4/2005,004B,2.40
8/4/2005,020B,0.00
8/4/2005,HQ,0.00
8/4/2005,HQ02,0.00
8/4/2005,K01B,0.80
8/4/2005,N01B,.
8/4/2005,N02B,0.00
8/4/2005,N4DF,4.90
8/4/2005,N4DU,2.30
8/4/2005,R01A,0.00
8/12/2005,002C,11.50
8/12/2005,004B,12.40
8/12/2005,020B,13.50
8/12/2005,HQ,3.50
8/12/2005,HQ02,16.10
8/12/2005,K01B,15.10
8/12/2005,N01B,.
8/12/2005,N02B,9.30
8/12/2005,N4DF,16.20
8/12/2005,N4DU,13.60
8/12/2005,R01A,12.60
8/13/2005,002C,11.90
8/13/2005,004B,3.80
8/13/2005,020B,7.40
8/13/2005,HQ,21.00
8/13/2005,HQ02,6.20
8/13/2005,K01B,4.00
8/13/2005,N01B,.
8/13/2005,N02B,4.00
8/13/2005,N4DF,5.00
8/13/2005,N4DU,3.80
8/13/2005,R01A,10.60
8/18/2005,002C,0.00
8/18/2005,004B,0.00
8/18/2005,020B,0.00
8/18/2005,HQ,1.50
8/18/2005,HQ02,1.50
8/18/2005,K01B,0.00
8/18/2005,N01B,.
8/18/2005,N02B,0.00
8/18/2005,N4DF,0.00
8/18/2005,N4DU,0.00
8/18/2005,R01A,0.00
8/19/2005,002C,44.80
8/19/2005,004B,34.80
8/19/2005,020B,44.50
8/19/2005,HQ,31.60
8/19/2005,HQ02,25.00
8/19/2005,K01B,34.10
8/19/2005,N01B,.
8/19/2005,N02B,32.00
8/19/2005,N4DF,36.20
8/19/2005,N4DU,37.00
8/19/2005,R01A,36.40
8/20/2005,002C,2.80
8/20/2005,004B,0.00
8/20/2005,020B,4.00
8/20/2005,HQ,1.90
8/20/2005,HQ02,2.50
8/20/2005,K01B,0.00
8/20/2005,N01B,.
8/20/2005,N02B,0.00
8/20/2005,N4DF,0.00
8/20/2005,N4DU,0.00
8/20/2005,R01A,0.00
8/22/2005,002C,3.80
8/22/2005,004B,13.70
8/22/2005,020B,3.80
8/22/2005,HQ,21.00
8/22/2005,HQ02,21.00
8/22/2005,K01B,15.00
8/22/2005,N01B,.
8/22/2005,N02B,13.60
8/22/2005,N4DF,14.80
8/22/2005,N4DU,9.00
8/22/2005,R01A,31.80
8/23/2005,002C,12.70
8/23/2005,004B,3.30
8/23/2005,020B,9.00
8/23/2005,HQ,3.30
8/23/2005,HQ02,2.00
8/23/2005,K01B,3.10
8/23/2005,N01B,.
8/23/2005,N02B,4.90
8/23/2005,N4DF,0.00
8/23/2005,N4DU,6.40
8/23/2005,R01A,4.70
8/25/2005,002C,55.70
8/25/2005,004B,52.80
8/25/2005,020B,72.70
8/25/2005,HQ,57.70
8/25/2005,HQ02,49.20
8/25/2005,K01B,60.40
8/25/2005,N01B,.
8/25/2005,N02B,52.90
8/25/2005,N4DF,61.20
8/25/2005,N4DU,59.30
8/25/2005,R01A,57.90
8/26/2005,002C,7.40
8/26/2005,004B,7.20
8/26/2005,020B,9.30
8/26/2005,HQ,12.40
8/26/2005,HQ02,11.80
8/26/2005,K01B,.
8/26/2005,N01B,.
8/26/2005,N02B,6.50
8/26/2005,N4DF,9.00
8/26/2005,N4DU,7.90
8/26/2005,R01A,1.60
8/28/2005,002C,6.10
8/28/2005,004B,0.90
8/28/2005,020B,1.10
8/28/2005,HQ,0.00
8/28/2005,HQ02,0.20
8/28/2005,K01B,.
8/28/2005,N01B,.
8/28/2005,N02B,0.00
8/28/2005,N4DF,0.00
8/28/2005,N4DU,0.40
8/28/2005,R01A,0.60
9/1/2005,002C,0.60
9/1/2005,004B,0.00
9/1/2005,020B,0.00
9/1/2005,HQ,3.30
9/1/2005,HQ02,1.10
9/1/2005,K01B,0.00
9/1/2005,N01B,.
9/1/2005,N02B,0.00
9/1/2005,N4DF,0.00
9/1/2005,N4DU,0.00
9/1/2005,R01A,0.00
9/2/2005,002C,0.40
9/2/2005,004B,0.00
9/2/2005,020B,0.00
9/2/2005,HQ,0.00
9/2/2005,HQ02,0.70
9/2/2005,K01B,0.00
9/2/2005,N01B,.
9/2/2005,N02B,0.00
9/2/2005,N4DF,0.00
9/2/2005,N4DU,0.00
9/2/2005,R01A,0.00
9/7/2005,002C,0.70
9/7/2005,004B,0.00
9/7/2005,020B,0.00
9/7/2005,HQ,0.50
9/7/2005,HQ02,0.40
9/7/2005,K01B,0.50
9/7/2005,N01B,.
9/7/2005,N02B,0.00
9/7/2005,N4DF,0.90
9/7/2005,N4DU,0.00
9/7/2005,R01A,0.80
9/11/2005,002C,0.40
9/11/2005,004B,0.00
9/11/2005,020B,0.00
9/11/2005,HQ,1.20
9/11/2005,HQ02,0.80
9/11/2005,K01B,0.00
9/11/2005,N01B,.
9/11/2005,N02B,0.00
9/11/2005,N4DF,0.00
9/11/2005,N4DU,0.00
9/11/2005,R01A,0.00
9/15/2005,002C,10.50
9/15/2005,004B,6.80
9/15/2005,020B,12.00
9/15/2005,HQ,9.00
9/15/2005,HQ02,8.60
9/15/2005,K01B,7.10
9/15/2005,N01B,.
9/15/2005,N02B,4.20
9/15/2005,N4DF,9.00
9/15/2005,N4DU,8.10
9/15/2005,R01A,4.70
9/18/2005,002C,3.30
9/18/2005,004B,0.00
9/18/2005,020B,2.00
9/18/2005,HQ,2.00
9/18/2005,HQ02,1.90
9/18/2005,K01B,.
9/18/2005,N01B,.
9/18/2005,N02B,0.00
9/18/2005,N4DF,1.80
9/18/2005,N4DU,2.20
9/18/2005,R01A,0.90
9/23/2005,002C,68.80
9/23/2005,004B,45.50
9/23/2005,020B,74.30
9/23/2005,HQ,23.20
9/23/2005,HQ02,21.60
9/23/2005,K01B,63.80
9/23/2005,N01B,.
9/23/2005,N02B,33.90
9/23/2005,N4DF,55.20
9/23/2005,N4DU,55.00
9/23/2005,R01A,47.50
9/24/2005,002C,0.50
9/24/2005,004B,0.00
9/24/2005,020B,0.00
9/24/2005,HQ,0.00
9/24/2005,HQ02,0.50
9/24/2005,K01B,0.00
9/24/2005,N01B,.
9/24/2005,N02B,2.60
9/24/2005,N4DF,0.00
9/24/2005,N4DU,0.00
9/24/2005,R01A,0.00
9/28/2005,002C,0.00
9/28/2005,004B,2.90
9/28/2005,020B,4.40
9/28/2005,HQ,4.10
9/28/2005,HQ02,3.20
9/28/2005,K01B,6.60
9/28/2005,N01B,.
9/28/2005,N02B,2.80
9/28/2005,N4DF,4.30
9/28/2005,N4DU,4.50
9/28/2005,R01A,0.00
10/1/2005,002C,6.40
10/1/2005,004B,2.10
10/1/2005,020B,6.80
10/1/2005,HQ,7.30
10/1/2005,HQ02,8.40
10/1/2005,K01B,.
10/1/2005,N01B,.
10/1/2005,N02B,0.00
10/1/2005,N4DF,5.30
10/1/2005,N4DU,4.10
10/1/2005,R01A,0.00
10/5/2005,002C,14.50
10/5/2005,004B,11.60
10/5/2005,020B,18.00
10/5/2005,HQ,14.60
10/5/2005,HQ02,11.90
10/5/2005,K01B,11.30
10/5/2005,N01B,.
10/5/2005,N02B,3.40
10/5/2005,N4DF,21.30
10/5/2005,N4DU,12.10
10/5/2005,R01A,4.00
10/11/2005,002C,6.20
10/11/2005,004B,4.90
10/11/2005,020B,0.00
10/11/2005,HQ,6.80
10/11/2005,HQ02,6.20
10/11/2005,K01B,.
10/11/2005,N01B,.
10/11/2005,N02B,1.50
10/11/2005,N4DF,2.20
10/11/2005,N4DU,.
10/11/2005,R01A,3.00
10/16/2005,002C,0.00
10/16/2005,004B,0.00
10/16/2005,020B,0.00
10/16/2005,HQ,0.20
10/16/2005,HQ02,0.00
10/16/2005,K01B,0.00
10/16/2005,N01B,.
10/16/2005,N02B,0.00
10/16/2005,N4DF,0.00
10/16/2005,N4DU,0.00
10/16/2005,R01A,0.30
10/19/2005,002C,28.00
10/19/2005,004B,23.70
10/19/2005,020B,31.30
10/19/2005,HQ,28.50
10/19/2005,HQ02,25.20
10/19/2005,K01B,.
10/19/2005,N01B,.
10/19/2005,N02B,16.70
10/19/2005,N4DF,25.30
10/19/2005,N4DU,26.40
10/19/2005,R01A,18.80
10/20/2005,002C,12.90
10/20/2005,004B,6.80
10/20/2005,020B,13.00
10/20/2005,HQ,26.00
10/20/2005,HQ02,19.50
10/20/2005,K01B,.
10/20/2005,N01B,.
10/20/2005,N02B,11.00
10/20/2005,N4DF,11.40
10/20/2005,N4DU,8.10
10/20/2005,R01A,12.80
11/15/2005,002C,.
11/15/2005,004B,.
11/15/2005,020B,.
11/15/2005,HQ,14.40
11/15/2005,HQ02,11.50
11/15/2005,K01B,.
11/15/2005,N01B,.
11/15/2005,N02B,.
11/15/2005,N4DF,.
11/15/2005,N4DU,.
11/15/2005,R01A,.
11/19/2005,002C,.
11/19/2005,004B,.
11/19/2005,020B,.
11/19/2005,HQ,2.00
11/19/2005,HQ02,3.10
11/19/2005,K01B,.
11/19/2005,N01B,.
11/19/2005,N02B,.
11/19/2005,N4DF,.
11/19/2005,N4DU,.
11/19/2005,R01A,.
11/27/2005,002C,.
11/27/2005,004B,.
11/27/2005,020B,.
11/27/2005,HQ,9.80
11/27/2005,HQ02,9.80
11/27/2005,K01B,.
11/27/2005,N01B,.
11/27/2005,N02B,.
11/27/2005,N4DF,.
11/27/2005,N4DU,.
11/27/2005,R01A,.
11/28/2005,002C,.
11/28/2005,004B,.
11/28/2005,020B,.
11/28/2005,HQ,2.00
11/28/2005,HQ02,2.00
11/28/2005,K01B,.
11/28/2005,N01B,.
11/28/2005,N02B,.
11/28/2005,N4DF,.
11/28/2005,N4DU,.
11/28/2005,R01A,.
12/7/2005,002C,.
12/7/2005,004B,.
12/7/2005,020B,.
12/7/2005,HQ,3.00
12/7/2005,HQ02,5.90
12/7/2005,K01B,.
12/7/2005,N01B,.
12/7/2005,N02B,.
12/7/2005,N4DF,.
12/7/2005,N4DU,.
12/7/2005,R01A,.
12/13/2005,002C,.
12/13/2005,004B,.
12/13/2005,020B,.
12/13/2005,HQ,2.50
12/13/2005,HQ02,2.20
12/13/2005,K01B,.
12/13/2005,N01B,.
12/13/2005,N02B,.
12/13/2005,N4DF,.
12/13/2005,N4DU,.
12/13/2005,R01A,.
12/17/2005,002C,.
12/17/2005,004B,.
12/17/2005,020B,.
12/17/2005,HQ,5.80
12/17/2005,HQ02,3.00
12/17/2005,K01B,.
12/17/2005,N01B,.
12/17/2005,N02B,.
12/17/2005,N4DF,.
12/17/2005,N4DU,.
12/17/2005,R01A,.
12/18/2005,002C,.
12/18/2005,004B,.
12/18/2005,020B,.
12/18/2005,HQ,0.80
12/18/2005,HQ02,7.00
12/18/2005,K01B,.
12/18/2005,N01B,.
12/18/2005,N02B,.
12/18/2005,N4DF,.
12/18/2005,N4DU,.
12/18/2005,R01A,.
12/23/2005,002C,.
12/23/2005,004B,.
12/23/2005,020B,.
12/23/2005,HQ,0.20
12/23/2005,HQ02,0.00
12/23/2005,K01B,.
12/23/2005,N01B,.
12/23/2005,N02B,.
12/23/2005,N4DF,.
12/23/2005,N4DU,.
12/23/2005,R01A,.
12/24/2005,002C,.
12/24/2005,004B,.
12/24/2005,020B,.
12/24/2005,HQ,2.20
12/24/2005,HQ02,1.20
12/24/2005,K01B,.
12/24/2005,N01B,.
12/24/2005,N02B,.
12/24/2005,N4DF,.
12/24/2005,N4DU,.
12/24/2005,R01A,.
1/12/2006,002C,.
1/12/2006,004B,.
1/12/2006,020B,.
1/12/2006,HQ,0.50
1/12/2006,HQ02,0.40
1/12/2006,K01B,.
1/12/2006,N01B,.
1/12/2006,N02B,.
1/12/2006,N4DF,.
1/12/2006,N4DU,.
1/12/2006,R01A,.
1/20/2006,002C,.
1/20/2006,004B,.
1/20/2006,020B,.
1/20/2006,HQ,4.00
1/20/2006,HQ02,4.60
1/20/2006,K01B,.
1/20/2006,N01B,.
1/20/2006,N02B,.
1/20/2006,N4DF,.
1/20/2006,N4DU,.
1/20/2006,R01A,.
1/26/2006,002C,.
1/26/2006,004B,.
1/26/2006,020B,.
1/26/2006,HQ,0.00
1/26/2006,HQ02,0.30
1/26/2006,K01B,.
1/26/2006,N01B,.
1/26/2006,N02B,.
1/26/2006,N4DF,.
1/26/2006,N4DU,.
1/26/2006,R01A,.
1/28/2006,002C,.
1/28/2006,004B,.
1/28/2006,020B,.
1/28/2006,HQ,5.40
1/28/2006,HQ02,5.20
1/28/2006,K01B,.
1/28/2006,N01B,.
1/28/2006,N02B,.
1/28/2006,N4DF,.
1/28/2006,N4DU,.
1/28/2006,R01A,.
2/14/2006,002C,.
2/14/2006,004B,.
2/14/2006,020B,.
2/14/2006,HQ,0.00
2/14/2006,HQ02,0.00
2/14/2006,K01B,.
2/14/2006,N01B,.
2/14/2006,N02B,.
2/14/2006,N4DF,.
2/14/2006,N4DU,.
2/14/2006,R01A,.
2/21/2006,002C,.
2/21/2006,004B,.
2/21/2006,020B,.
2/21/2006,HQ,0.00
2/21/2006,HQ02,0.00
2/21/2006,K01B,.
2/21/2006,N01B,.
2/21/2006,N02B,.
2/21/2006,N4DF,.
2/21/2006,N4DU,.
2/21/2006,R01A,.
3/4/2006,002C,.
3/4/2006,004B,.
3/4/2006,020B,.
3/4/2006,HQ,10.50
3/4/2006,HQ02,8.10
3/4/2006,K01B,.
3/4/2006,N01B,.
3/4/2006,N02B,.
3/4/2006,N4DF,.
3/4/2006,N4DU,.
3/4/2006,R01A,.
3/5/2006,002C,.
3/5/2006,004B,.
3/5/2006,020B,.
3/5/2006,HQ,1.00
3/5/2006,HQ02,1.00
3/5/2006,K01B,.
3/5/2006,N01B,.
3/5/2006,N02B,.
3/5/2006,N4DF,.
3/5/2006,N4DU,.
3/5/2006,R01A,.
3/12/2006,002C,.
3/12/2006,004B,.
3/12/2006,020B,.
3/12/2006,HQ,1.80
3/12/2006,HQ02,1.70
3/12/2006,K01B,.
3/12/2006,N01B,.
3/12/2006,N02B,.
3/12/2006,N4DF,.
3/12/2006,N4DU,.
3/12/2006,R01A,.
3/18/2006,002C,.
3/18/2006,004B,.
3/18/2006,020B,.
3/18/2006,HQ,7.00
3/18/2006,HQ02,5.00
3/18/2006,K01B,.
3/18/2006,N01B,.
3/18/2006,N02B,.
3/18/2006,N4DF,.
3/18/2006,N4DU,.
3/18/2006,R01A,.
3/19/2006,002C,.
3/19/2006,004B,.
3/19/2006,020B,.
3/19/2006,HQ,22.00
3/19/2006,HQ02,17.50
3/19/2006,K01B,.
3/19/2006,N01B,.
3/19/2006,N02B,.
3/19/2006,N4DF,.
3/19/2006,N4DU,.
3/19/2006,R01A,.
3/20/2006,002C,.
3/20/2006,004B,.
3/20/2006,020B,.
3/20/2006,HQ,21.00
3/20/2006,HQ02,19.20
3/20/2006,K01B,.
3/20/2006,N01B,.
3/20/2006,N02B,.
3/20/2006,N4DF,.
3/20/2006,N4DU,.
3/20/2006,R01A,.
3/21/2006,002C,.
3/21/2006,004B,.
3/21/2006,020B,.
3/21/2006,HQ,2.00
3/21/2006,HQ02,1.50
3/21/2006,K01B,.
3/21/2006,N01B,.
3/21/2006,N02B,.
3/21/2006,N4DF,.
3/21/2006,N4DU,.
3/21/2006,R01A,.
3/26/2006,002C,.
3/26/2006,004B,.
3/26/2006,020B,.
3/26/2006,HQ,7.00
3/26/2006,HQ02,4.20
3/26/2006,K01B,.
3/26/2006,N01B,.
3/26/2006,N02B,.
3/26/2006,N4DF,.
3/26/2006,N4DU,.
3/26/2006,R01A,.
3/27/2006,002C,.
3/27/2006,004B,.
3/27/2006,020B,.
3/27/2006,HQ,0.00
3/27/2006,HQ02,3.00
3/27/2006,K01B,.
